PseudoPipeID	EnsemblID.version	EnsemblID
PGOHUM00000299684	ENST00000438353.1	ENST00000438353
PGOHUM00000299964	ENST00000514461.1	ENST00000514461
PGOHUM00000294714	ENST00000416112.2	ENST00000416112
PGOHUM00000295010	ENST00000594920.2	ENST00000594920
PGOHUM00000311143	ENST00000508480.1	ENST00000508480
PGOHUM00000292378	ENST00000556933.1	ENST00000556933
PGOHUM00000296733	ENST00000413296.1	ENST00000413296
PGOHUM00000292199	ENST00000452014.1	ENST00000452014
PGOHUM00000292993	ENST00000469688.2	ENST00000469688
PGOHUM00000302064	ENST00000440420.1	ENST00000440420
PGOHUM00000290839	ENST00000537438.1	ENST00000537438
PGOHUM00000312521	ENST00000444577.2	ENST00000444577
PGOHUM00000302875	ENST00000434317.1	ENST00000434317
PGOHUM00000299482	ENST00000476047.1	ENST00000476047
PGOHUM00000297370	ENST00000458495.1	ENST00000458495
PGOHUM00000296294	ENST00000392713.3	ENST00000392713
PGOHUM00000311735	ENST00000550420.2	ENST00000550420
PGOHUM00000290718	ENST00000517602.2	ENST00000517602
PGOHUM00000311404	ENST00000424971.1	ENST00000424971
PGOHUM00000301584	ENST00000402316.2	ENST00000402316
PGOHUM00000296222	ENST00000612442.1	ENST00000612442
PGOHUM00000301142	ENST00000616254.1	ENST00000616254
PGOHUM00000290648	ENST00000455818.3	ENST00000455818
PGOHUM00000308166	ENST00000448444.2	ENST00000448444
PGOHUM00000294327	ENST00000411576.2	ENST00000411576
PGOHUM00000297372	ENST00000435600.2	ENST00000435600
PGOHUM00000307548	ENST00000605360.1	ENST00000605360
PGOHUM00000290184	ENST00000620045.1	ENST00000620045
PGOHUM00000305763	ENST00000413867.1	ENST00000413867
PGOHUM00000302400	ENST00000299783.6	ENST00000299783
PGOHUM00000302918	ENST00000443177.1	ENST00000443177
PGOHUM00000298391	ENST00000421721.1	ENST00000421721
PGOHUM00000310457	ENST00000511142.1	ENST00000511142
PGOHUM00000299809	ENST00000507189.2	ENST00000507189
PGOHUM00000293327	ENST00000560634.1	ENST00000560634
PGOHUM00000301742	ENST00000445710.1	ENST00000445710
PGOHUM00000301868	ENST00000402742.1	ENST00000402742
PGOHUM00000305070	ENST00000421321.2	ENST00000421321
PGOHUM00000310998	ENST00000448028.1	ENST00000448028
PGOHUM00000293665	ENST00000478088.1	ENST00000478088
PGOHUM00000308229	ENST00000554987.1	ENST00000554987
PGOHUM00000291125	ENST00000534002.1	ENST00000534002
PGOHUM00000303224	ENST00000518404.1	ENST00000518404
PGOHUM00000311316	ENST00000582941.1	ENST00000582941
PGOHUM00000292093	ENST00000417358.1	ENST00000417358
PGOHUM00000300186	ENST00000475538.3	ENST00000475538
PGOHUM00000301097	ENST00000478778.1	ENST00000478778
PGOHUM00000302582	ENST00000455017.1	ENST00000455017
PGOHUM00000304033	ENST00000580181.1	ENST00000580181
PGOHUM00000294391	ENST00000583601.1	ENST00000583601
PGOHUM00000291333	ENST00000548666.1	ENST00000548666
PGOHUM00000303590	ENST00000530034.1	ENST00000530034
PGOHUM00000298914	ENST00000456635.1	ENST00000456635
PGOHUM00000290311	ENST00000394192.2	ENST00000394192
PGOHUM00000301763	ENST00000417480.1	ENST00000417480
PGOHUM00000298004	ENST00000429308.1	ENST00000429308
PGOHUM00000296428	ENST00000425123.1	ENST00000425123
PGOHUM00000293399	ENST00000573796.2	ENST00000573796
PGOHUM00000291804	ENST00000549333.2	ENST00000549333
PGOHUM00000301673	ENST00000404566.2	ENST00000404566
PGOHUM00000303999	ENST00000396160.4	ENST00000396160
PGOHUM00000290252	ENST00000430958.1	ENST00000430958
PGOHUM00000293600	ENST00000568348.1	ENST00000568348
PGOHUM00000298872	ENST00000422990.1	ENST00000422990
PGOHUM00000303552	ENST00000621305.1	ENST00000621305
PGOHUM00000290730	ENST00000527904.1	ENST00000527904
PGOHUM00000305545	ENST00000434179.1	ENST00000434179
PGOHUM00000305768	ENST00000333235.3	ENST00000333235
PGOHUM00000308365	ENST00000417217.2	ENST00000417217
PGOHUM00000297439	ENST00000517943.2	ENST00000517943
PGOHUM00000293397	ENST00000572664.1	ENST00000572664
PGOHUM00000298634	ENST00000452245.1	ENST00000452245
PGOHUM00000294646	ENST00000580789.1	ENST00000580789
PGOHUM00000293873	ENST00000421606.6	ENST00000421606
PGOHUM00000294966	ENST00000598671.1	ENST00000598671
PGOHUM00000298329	ENST00000421421.1	ENST00000421421
PGOHUM00000304022	ENST00000444758.1	ENST00000444758
PGOHUM00000298925	ENST00000427818.1	ENST00000427818
PGOHUM00000294289	ENST00000418183.1	ENST00000418183
PGOHUM00000308196	ENST00000520784.2	ENST00000520784
PGOHUM00000292666	ENST00000554238.1	ENST00000554238
PGOHUM00000298253	ENST00000414888.1	ENST00000414888
PGOHUM00000298247	ENST00000434913.1	ENST00000434913
PGOHUM00000297115	ENST00000453803.2	ENST00000453803
PGOHUM00000294526	ENST00000606688.2	ENST00000606688
PGOHUM00000300768	ENST00000504252.1	ENST00000504252
PGOHUM00000293353	ENST00000492017.3	ENST00000492017
PGOHUM00000292699	ENST00000604597.1	ENST00000604597
PGOHUM00000296922	ENST00000415260.1	ENST00000415260
PGOHUM00000298461	ENST00000398525.2	ENST00000398525
PGOHUM00000295153	ENST00000605144.1	ENST00000605144
PGOHUM00000293587	ENST00000566335.1	ENST00000566335
PGOHUM00000301451	ENST00000442896.1	ENST00000442896
PGOHUM00000305004	ENST00000447155.1	ENST00000447155
PGOHUM00000291102	ENST00000439405.2	ENST00000439405
PGOHUM00000305783	ENST00000437934.1	ENST00000437934
PGOHUM00000299817	ENST00000508739.1	ENST00000508739
PGOHUM00000295681	ENST00000454802.2	ENST00000454802
PGOHUM00000297988	ENST00000456605.1	ENST00000456605
PGOHUM00000303044	ENST00000518519.1	ENST00000518519
PGOHUM00000304981	ENST00000402913.2	ENST00000402913
PGOHUM00000294382	ENST00000582245.1	ENST00000582245
PGOHUM00000292187	ENST00000440551.1	ENST00000440551
PGOHUM00000291150	ENST00000529628.1	ENST00000529628
PGOHUM00000297556	ENST00000438230.1	ENST00000438230
PGOHUM00000293425	ENST00000463867.1	ENST00000463867
PGOHUM00000301234	ENST00000404155.1	ENST00000404155
PGOHUM00000290955	ENST00000533247.1	ENST00000533247
PGOHUM00000302579	ENST00000467589.1	ENST00000467589
PGOHUM00000296973	ENST00000476365.2	ENST00000476365
PGOHUM00000290817	ENST00000533985.1	ENST00000533985
PGOHUM00000305147	ENST00000495569.1	ENST00000495569
PGOHUM00000291293	ENST00000554796.3	ENST00000554796
PGOHUM00000302683	ENST00000420479.1	ENST00000420479
PGOHUM00000295921	ENST00000447050.1	ENST00000447050
PGOHUM00000301824	ENST00000406100.2	ENST00000406100
PGOHUM00000307568	ENST00000593399.1	ENST00000593399
PGOHUM00000311797	ENST00000532337.1	ENST00000532337
PGOHUM00000303859	ENST00000446396.1	ENST00000446396
PGOHUM00000293858	ENST00000491411.2	ENST00000491411
PGOHUM00000297009	ENST00000432876.1	ENST00000432876
PGOHUM00000304277	ENST00000614065.1	ENST00000614065
PGOHUM00000300487	ENST00000506236.2	ENST00000506236
PGOHUM00000296900	ENST00000603272.1	ENST00000603272
PGOHUM00000291665	ENST00000643114.1	ENST00000643114
PGOHUM00000295962	ENST00000423946.2	ENST00000423946
PGOHUM00000298133	ENST00000640656.1	ENST00000640656
PGOHUM00000305401	ENST00000402289.3	ENST00000402289
PGOHUM00000295232	ENST00000617163.1	ENST00000617163
PGOHUM00000298799	ENST00000416154.2	ENST00000416154
PGOHUM00000293391	ENST00000561760.1	ENST00000561760
PGOHUM00000293314	ENST00000641105.1	ENST00000641105
PGOHUM00000303151	ENST00000521887.1	ENST00000521887
PGOHUM00000306042	ENST00000420526.1	ENST00000420526
PGOHUM00000312483	ENST00000581667.1	ENST00000581667
PGOHUM00000303341	ENST00000529260.1	ENST00000529260
PGOHUM00000294109	ENST00000422019.1	ENST00000422019
PGOHUM00000292713	ENST00000553684.2	ENST00000553684
PGOHUM00000310839	ENST00000604513.1	ENST00000604513
PGOHUM00000297166	ENST00000624266.1	ENST00000624266
PGOHUM00000291872	ENST00000456608.1	ENST00000456608
PGOHUM00000296915	ENST00000437558.1	ENST00000437558
PGOHUM00000298342	ENST00000637608.1	ENST00000637608
PGOHUM00000309411	ENST00000641623.1	ENST00000641623
PGOHUM00000301036	ENST00000506694.1	ENST00000506694
PGOHUM00000304720	ENST00000605635.1	ENST00000605635
PGOHUM00000293959	ENST00000460347.1	ENST00000460347
PGOHUM00000304462	ENST00000425374.1	ENST00000425374
PGOHUM00000300811	ENST00000470810.1	ENST00000470810
PGOHUM00000294658	ENST00000591258.1	ENST00000591258
PGOHUM00000303338	ENST00000521750.3	ENST00000521750
PGOHUM00000293031	ENST00000621828.1	ENST00000621828
PGOHUM00000300656	ENST00000506228.1	ENST00000506228
PGOHUM00000293112	ENST00000556999.1	ENST00000556999
PGOHUM00000297909	ENST00000451333.1	ENST00000451333
PGOHUM00000297785	ENST00000427528.1	ENST00000427528
PGOHUM00000312274	ENST00000506341.2	ENST00000506341
PGOHUM00000305187	ENST00000603096.1	ENST00000603096
PGOHUM00000297515	ENST00000423857.1	ENST00000423857
PGOHUM00000302197	ENST00000639802.1	ENST00000639802
PGOHUM00000291289	ENST00000549976.1	ENST00000549976
PGOHUM00000301649	ENST00000404109.1	ENST00000404109
PGOHUM00000292113	ENST00000619632.1	ENST00000619632
PGOHUM00000298350	ENST00000427961.1	ENST00000427961
PGOHUM00000304368	ENST00000439253.1	ENST00000439253
PGOHUM00000300024	ENST00000487908.1	ENST00000487908
PGOHUM00000305119	ENST00000412159.1	ENST00000412159
PGOHUM00000297258	ENST00000437106.1	ENST00000437106
PGOHUM00000291228	ENST00000545710.1	ENST00000545710
PGOHUM00000302397	ENST00000413533.1	ENST00000413533
PGOHUM00000306576	ENST00000428444.2	ENST00000428444
PGOHUM00000299671	ENST00000435269.1	ENST00000435269
PGOHUM00000298122	ENST00000452936.1	ENST00000452936
PGOHUM00000308116	ENST00000492842.2	ENST00000492842
PGOHUM00000291498	ENST00000464655.1	ENST00000464655
PGOHUM00000301959	ENST00000407767.1	ENST00000407767
PGOHUM00000301885	ENST00000407054.1	ENST00000407054
PGOHUM00000295801	ENST00000319092.5	ENST00000319092
PGOHUM00000303565	ENST00000531560.1	ENST00000531560
PGOHUM00000305165	ENST00000453566.2	ENST00000453566
PGOHUM00000300500	ENST00000470806.1	ENST00000470806
PGOHUM00000298186	ENST00000445497.1	ENST00000445497
PGOHUM00000291328	ENST00000550421.1	ENST00000550421
PGOHUM00000296270	ENST00000604085.1	ENST00000604085
PGOHUM00000303284	ENST00000615707.1	ENST00000615707
PGOHUM00000293578	ENST00000563581.1	ENST00000563581
PGOHUM00000296744	ENST00000446057.1	ENST00000446057
PGOHUM00000297851	ENST00000403786.1	ENST00000403786
PGOHUM00000311653	ENST00000531623.3	ENST00000531623
PGOHUM00000290841	ENST00000525121.2	ENST00000525121
PGOHUM00000303738	ENST00000432137.1	ENST00000432137
PGOHUM00000306560	ENST00000506097.1	ENST00000506097
PGOHUM00000304384	ENST00000431728.1	ENST00000431728
PGOHUM00000305528	ENST00000406090.1	ENST00000406090
PGOHUM00000305484	ENST00000452645.1	ENST00000452645
PGOHUM00000294970	ENST00000588399.1	ENST00000588399
PGOHUM00000297617	ENST00000427470.1	ENST00000427470
PGOHUM00000303334	ENST00000524051.1	ENST00000524051
PGOHUM00000296478	ENST00000457615.1	ENST00000457615
PGOHUM00000304820	ENST00000431706.2	ENST00000431706
PGOHUM00000297959	ENST00000357453.2	ENST00000357453
PGOHUM00000290296	ENST00000604169.1	ENST00000604169
PGOHUM00000300736	ENST00000508125.1	ENST00000508125
PGOHUM00000290328	ENST00000424047.1	ENST00000424047
PGOHUM00000298442	ENST00000418901.1	ENST00000418901
PGOHUM00000295254	ENST00000623497.1	ENST00000623497
PGOHUM00000304816	ENST00000449447.1	ENST00000449447
PGOHUM00000297505	ENST00000604037.1	ENST00000604037
PGOHUM00000299615	ENST00000481770.1	ENST00000481770
PGOHUM00000296764	ENST00000449334.2	ENST00000449334
PGOHUM00000298826	ENST00000443084.1	ENST00000443084
PGOHUM00000311971	ENST00000625294.1	ENST00000625294
PGOHUM00000293236	ENST00000559425.1	ENST00000559425
PGOHUM00000298093	ENST00000605094.1	ENST00000605094
PGOHUM00000293008	ENST00000560329.1	ENST00000560329
PGOHUM00000293491	ENST00000562217.1	ENST00000562217
PGOHUM00000293666	ENST00000568646.1	ENST00000568646
PGOHUM00000295176	ENST00000491732.1	ENST00000491732
PGOHUM00000296553	ENST00000450970.1	ENST00000450970
PGOHUM00000302852	ENST00000398143.2	ENST00000398143
PGOHUM00000298467	ENST00000400027.3	ENST00000400027
PGOHUM00000303815	ENST00000331259.5	ENST00000331259
PGOHUM00000301039	ENST00000508958.2	ENST00000508958
PGOHUM00000294693	ENST00000582716.1	ENST00000582716
PGOHUM00000290902	ENST00000533053.1	ENST00000533053
PGOHUM00000300598	ENST00000613012.1	ENST00000613012
PGOHUM00000289913	ENST00000426313.1	ENST00000426313
PGOHUM00000307575	ENST00000484897.3	ENST00000484897
PGOHUM00000304989	ENST00000604248.1	ENST00000604248
PGOHUM00000301206	ENST00000519180.1	ENST00000519180
PGOHUM00000301895	ENST00000407121.1	ENST00000407121
PGOHUM00000300133	ENST00000508843.1	ENST00000508843
PGOHUM00000297960	ENST00000445958.1	ENST00000445958
PGOHUM00000298761	ENST00000397284.2	ENST00000397284
PGOHUM00000298293	ENST00000448842.1	ENST00000448842
PGOHUM00000295472	ENST00000339924.12	ENST00000339924
PGOHUM00000299464	ENST00000490086.1	ENST00000490086
PGOHUM00000294679	ENST00000587900.1	ENST00000587900
PGOHUM00000290246	ENST00000489253.1	ENST00000489253
PGOHUM00000298860	ENST00000426284.1	ENST00000426284
PGOHUM00000308159	ENST00000436766.2	ENST00000436766
PGOHUM00000305520	ENST00000513194.1	ENST00000513194
PGOHUM00000295924	ENST00000514684.1	ENST00000514684
PGOHUM00000294865	ENST00000588193.1	ENST00000588193
PGOHUM00000291671	ENST00000550463.1	ENST00000550463
PGOHUM00000311557	ENST00000419392.1	ENST00000419392
PGOHUM00000294695	ENST00000583058.1	ENST00000583058
PGOHUM00000303927	ENST00000424795.2	ENST00000424795
PGOHUM00000296535	ENST00000443612.1	ENST00000443612
PGOHUM00000297879	ENST00000439197.1	ENST00000439197
PGOHUM00000301606	ENST00000428694.1	ENST00000428694
PGOHUM00000298478	ENST00000455668.1	ENST00000455668
PGOHUM00000299284	ENST00000498774.1	ENST00000498774
PGOHUM00000304302	ENST00000620024.1	ENST00000620024
PGOHUM00000290932	ENST00000532898.1	ENST00000532898
PGOHUM00000305500	ENST00000413550.1	ENST00000413550
PGOHUM00000290199	ENST00000416278.1	ENST00000416278
PGOHUM00000308558	ENST00000425471.2	ENST00000425471
PGOHUM00000310517	ENST00000431037.2	ENST00000431037
PGOHUM00000301716	ENST00000402215.2	ENST00000402215
PGOHUM00000311527	ENST00000455254.1	ENST00000455254
PGOHUM00000310340	ENST00000547107.5	ENST00000547107
PGOHUM00000302335	ENST00000420888.1	ENST00000420888
PGOHUM00000294998	ENST00000595082.1	ENST00000595082
PGOHUM00000292166	ENST00000603320.1	ENST00000603320
PGOHUM00000310518	ENST00000321498.5	ENST00000321498
PGOHUM00000293068	ENST00000565906.2	ENST00000565906
PGOHUM00000292065	ENST00000443167.1	ENST00000443167
PGOHUM00000295365	ENST00000600975.1	ENST00000600975
PGOHUM00000300442	ENST00000513885.1	ENST00000513885
PGOHUM00000301291	ENST00000402553.1	ENST00000402553
PGOHUM00000295426	ENST00000620439.1	ENST00000620439
PGOHUM00000311060	ENST00000489759.1	ENST00000489759
PGOHUM00000301809	ENST00000621124.1	ENST00000621124
PGOHUM00000294293	ENST00000300992.12	ENST00000300992
PGOHUM00000292192	ENST00000418778.1	ENST00000418778
PGOHUM00000297011	ENST00000641770.1	ENST00000641770
PGOHUM00000295629	ENST00000406997.2	ENST00000406997
PGOHUM00000301634	ENST00000414044.1	ENST00000414044
PGOHUM00000304168	ENST00000450395.1	ENST00000450395
PGOHUM00000311145	ENST00000454801.2	ENST00000454801
PGOHUM00000299198	ENST00000511173.1	ENST00000511173
PGOHUM00000302237	ENST00000507767.1	ENST00000507767
PGOHUM00000295717	ENST00000603525.1	ENST00000603525
PGOHUM00000302619	ENST00000315132.7	ENST00000315132
PGOHUM00000304913	ENST00000621631.1	ENST00000621631
PGOHUM00000304507	ENST00000436419.1	ENST00000436419
PGOHUM00000301167	ENST00000605123.1	ENST00000605123
PGOHUM00000292514	ENST00000518422.1	ENST00000518422
PGOHUM00000310342	ENST00000569753.1	ENST00000569753
PGOHUM00000298331	ENST00000412747.1	ENST00000412747
PGOHUM00000294335	ENST00000584971.1	ENST00000584971
PGOHUM00000290995	ENST00000533043.1	ENST00000533043
PGOHUM00000301792	ENST00000614532.1	ENST00000614532
PGOHUM00000293980	ENST00000285176.13	ENST00000285176
PGOHUM00000294310	ENST00000574288.2	ENST00000574288
PGOHUM00000305581	ENST00000440402.1	ENST00000440402
PGOHUM00000292310	ENST00000554662.3	ENST00000554662
PGOHUM00000290881	ENST00000531247.1	ENST00000531247
PGOHUM00000295796	ENST00000604433.1	ENST00000604433
PGOHUM00000300764	ENST00000498999.2	ENST00000498999
PGOHUM00000299267	ENST00000398900.2	ENST00000398900
PGOHUM00000304558	ENST00000452570.1	ENST00000452570
PGOHUM00000299629	ENST00000473027.1	ENST00000473027
PGOHUM00000298147	ENST00000448659.1	ENST00000448659
PGOHUM00000299329	ENST00000415533.1	ENST00000415533
PGOHUM00000294768	ENST00000589678.1	ENST00000589678
PGOHUM00000301789	ENST00000405234.1	ENST00000405234
PGOHUM00000304683	ENST00000438855.1	ENST00000438855
PGOHUM00000292930	ENST00000510070.1	ENST00000510070
PGOHUM00000294354	ENST00000640783.1	ENST00000640783
PGOHUM00000302729	ENST00000438529.1	ENST00000438529
PGOHUM00000308123	ENST00000610289.2	ENST00000610289
PGOHUM00000294642	ENST00000581934.1	ENST00000581934
PGOHUM00000310840	ENST00000531492.2	ENST00000531492
PGOHUM00000303671	ENST00000523778.1	ENST00000523778
PGOHUM00000299999	ENST00000464513.2	ENST00000464513
PGOHUM00000303199	ENST00000520120.1	ENST00000520120
PGOHUM00000301738	ENST00000427296.1	ENST00000427296
PGOHUM00000296402	ENST00000440471.1	ENST00000440471
PGOHUM00000305406	ENST00000452540.1	ENST00000452540
PGOHUM00000311401	ENST00000649292.1	ENST00000649292
PGOHUM00000298354	ENST00000417593.1	ENST00000417593
PGOHUM00000294153	ENST00000510589.1	ENST00000510589
PGOHUM00000311484	ENST00000532731.1	ENST00000532731
PGOHUM00000291597	ENST00000614376.1	ENST00000614376
PGOHUM00000304040	ENST00000612950.1	ENST00000612950
PGOHUM00000311298	ENST00000423631.1	ENST00000423631
PGOHUM00000294665	ENST00000462935.2	ENST00000462935
PGOHUM00000301835	ENST00000404096.1	ENST00000404096
PGOHUM00000303657	ENST00000519377.1	ENST00000519377
PGOHUM00000303012	ENST00000603438.1	ENST00000603438
PGOHUM00000292377	ENST00000555669.1	ENST00000555669
PGOHUM00000310937	ENST00000649930.1	ENST00000649930
PGOHUM00000305565	ENST00000431405.1	ENST00000431405
PGOHUM00000311449	ENST00000436818.2	ENST00000436818
PGOHUM00000292154	ENST00000425606.1	ENST00000425606
PGOHUM00000295584	ENST00000453025.1	ENST00000453025
PGOHUM00000290811	ENST00000316517.3	ENST00000316517
PGOHUM00000297985	ENST00000603238.1	ENST00000603238
PGOHUM00000292383	ENST00000555940.1	ENST00000555940
PGOHUM00000296214	ENST00000418187.1	ENST00000418187
PGOHUM00000292091	ENST00000413490.1	ENST00000413490
PGOHUM00000290687	ENST00000417747.1	ENST00000417747
PGOHUM00000311566	ENST00000458450.1	ENST00000458450
PGOHUM00000293628	ENST00000487776.1	ENST00000487776
PGOHUM00000297521	ENST00000429025.1	ENST00000429025
PGOHUM00000305537	ENST00000445405.1	ENST00000445405
PGOHUM00000296670	ENST00000424368.1	ENST00000424368
PGOHUM00000302215	ENST00000450345.1	ENST00000450345
PGOHUM00000296114	ENST00000636779.1	ENST00000636779
PGOHUM00000294387	ENST00000579588.2	ENST00000579588
PGOHUM00000303192	ENST00000399730.2	ENST00000399730
PGOHUM00000292461	ENST00000415014.1	ENST00000415014
PGOHUM00000310820	ENST00000533128.1	ENST00000533128
PGOHUM00000289925	ENST00000455013.2	ENST00000455013
PGOHUM00000305656	ENST00000434773.1	ENST00000434773
PGOHUM00000303795	ENST00000443069.2	ENST00000443069
PGOHUM00000303823	ENST00000637225.1	ENST00000637225
PGOHUM00000300455	ENST00000394154.2	ENST00000394154
PGOHUM00000296483	ENST00000475753.2	ENST00000475753
PGOHUM00000296590	ENST00000422857.1	ENST00000422857
PGOHUM00000312536	ENST00000650652.2	ENST00000650652
PGOHUM00000304837	ENST00000394467.3	ENST00000394467
PGOHUM00000305492	ENST00000618226.1	ENST00000618226
PGOHUM00000300912	ENST00000511433.1	ENST00000511433
PGOHUM00000311679	ENST00000421119.1	ENST00000421119
PGOHUM00000304257	ENST00000457640.1	ENST00000457640
PGOHUM00000290149	ENST00000399538.2	ENST00000399538
PGOHUM00000291715	ENST00000542687.1	ENST00000542687
PGOHUM00000300740	ENST00000511727.1	ENST00000511727
PGOHUM00000308650	ENST00000636198.1	ENST00000636198
PGOHUM00000311454	ENST00000405613.1	ENST00000405613
PGOHUM00000310437	ENST00000527787.2	ENST00000527787
PGOHUM00000302656	ENST00000414578.1	ENST00000414578
PGOHUM00000303933	ENST00000457473.1	ENST00000457473
PGOHUM00000311506	ENST00000613083.1	ENST00000613083
PGOHUM00000304387	ENST00000414425.2	ENST00000414425
PGOHUM00000300398	ENST00000505168.1	ENST00000505168
PGOHUM00000299625	ENST00000487390.1	ENST00000487390
PGOHUM00000300007	ENST00000514575.1	ENST00000514575
PGOHUM00000304557	ENST00000428234.1	ENST00000428234
PGOHUM00000295879	ENST00000413611.2	ENST00000413611
PGOHUM00000298693	ENST00000444325.1	ENST00000444325
PGOHUM00000293696	ENST00000572673.1	ENST00000572673
PGOHUM00000292630	ENST00000603845.1	ENST00000603845
PGOHUM00000290289	ENST00000400856.2	ENST00000400856
PGOHUM00000305454	ENST00000598351.3	ENST00000598351
PGOHUM00000300676	ENST00000515537.1	ENST00000515537
PGOHUM00000300671	ENST00000520612.1	ENST00000520612
PGOHUM00000292875	ENST00000560524.1	ENST00000560524
PGOHUM00000294524	ENST00000607347.1	ENST00000607347
PGOHUM00000304428	ENST00000609811.1	ENST00000609811
PGOHUM00000310836	ENST00000332043.1	ENST00000332043
PGOHUM00000305692	ENST00000513521.1	ENST00000513521
PGOHUM00000294798	ENST00000473094.1	ENST00000473094
PGOHUM00000310531	ENST00000506558.2	ENST00000506558
PGOHUM00000294644	ENST00000584628.1	ENST00000584628
PGOHUM00000311149	ENST00000505043.1	ENST00000505043
PGOHUM00000301419	ENST00000605247.1	ENST00000605247
PGOHUM00000298835	ENST00000454456.1	ENST00000454456
PGOHUM00000300445	ENST00000513552.1	ENST00000513552
PGOHUM00000302131	ENST00000429312.1	ENST00000429312
PGOHUM00000297680	ENST00000451224.1	ENST00000451224
PGOHUM00000305375	ENST00000603091.1	ENST00000603091
PGOHUM00000292503	ENST00000425060.1	ENST00000425060
PGOHUM00000291447	ENST00000548782.1	ENST00000548782
PGOHUM00000300575	ENST00000513637.1	ENST00000513637
PGOHUM00000308313	ENST00000617410.4	ENST00000617410
PGOHUM00000301014	ENST00000506790.1	ENST00000506790
PGOHUM00000310447	ENST00000579644.2	ENST00000579644
PGOHUM00000291408	ENST00000552481.2	ENST00000552481
PGOHUM00000300425	ENST00000509378.1	ENST00000509378
PGOHUM00000304118	ENST00000441073.1	ENST00000441073
PGOHUM00000294961	ENST00000621617.1	ENST00000621617
PGOHUM00000302450	ENST00000567392.1	ENST00000567392
PGOHUM00000290261	ENST00000426339.1	ENST00000426339
PGOHUM00000298802	ENST00000430884.1	ENST00000430884
PGOHUM00000303563	ENST00000522215.1	ENST00000522215
PGOHUM00000299870	ENST00000514659.1	ENST00000514659
PGOHUM00000290983	ENST00000529326.2	ENST00000529326
PGOHUM00000297871	ENST00000604970.1	ENST00000604970
PGOHUM00000291636	ENST00000546680.2	ENST00000546680
PGOHUM00000298658	ENST00000431831.1	ENST00000431831
PGOHUM00000292686	ENST00000554676.1	ENST00000554676
PGOHUM00000291552	ENST00000614709.1	ENST00000614709
PGOHUM00000301513	ENST00000418595.1	ENST00000418595
PGOHUM00000295358	ENST00000593394.1	ENST00000593394
PGOHUM00000311872	ENST00000433580.1	ENST00000433580
PGOHUM00000304400	ENST00000457472.2	ENST00000457472
PGOHUM00000301965	ENST00000407896.2	ENST00000407896
PGOHUM00000295146	ENST00000615802.1	ENST00000615802
PGOHUM00000299924	ENST00000510601.2	ENST00000510601
PGOHUM00000299906	ENST00000509878.1	ENST00000509878
PGOHUM00000297373	ENST00000451645.1	ENST00000451645
PGOHUM00000304446	ENST00000380194.3	ENST00000380194
PGOHUM00000303309	ENST00000522972.1	ENST00000522972
PGOHUM00000296599	ENST00000436135.1	ENST00000436135
PGOHUM00000295406	ENST00000602271.1	ENST00000602271
PGOHUM00000301259	ENST00000618587.1	ENST00000618587
PGOHUM00000294976	ENST00000497298.1	ENST00000497298
PGOHUM00000300437	ENST00000512887.1	ENST00000512887
PGOHUM00000299752	ENST00000603502.1	ENST00000603502
PGOHUM00000292391	ENST00000553776.1	ENST00000553776
PGOHUM00000294457	ENST00000574657.1	ENST00000574657
PGOHUM00000294492	ENST00000618000.1	ENST00000618000
PGOHUM00000303897	ENST00000445695.1	ENST00000445695
PGOHUM00000308432	ENST00000439514.1	ENST00000439514
PGOHUM00000300908	ENST00000505250.2	ENST00000505250
PGOHUM00000289909	ENST00000434706.1	ENST00000434706
PGOHUM00000300152	ENST00000514144.1	ENST00000514144
PGOHUM00000300653	ENST00000419076.2	ENST00000419076
PGOHUM00000310568	ENST00000646046.1	ENST00000646046
PGOHUM00000303344	ENST00000518897.1	ENST00000518897
PGOHUM00000297032	ENST00000442115.1	ENST00000442115
PGOHUM00000311052	ENST00000604179.1	ENST00000604179
PGOHUM00000295215	ENST00000600149.1	ENST00000600149
PGOHUM00000291605	ENST00000538551.1	ENST00000538551
PGOHUM00000297130	ENST00000504759.1	ENST00000504759
PGOHUM00000305102	ENST00000449028.1	ENST00000449028
PGOHUM00000295692	ENST00000421838.1	ENST00000421838
PGOHUM00000311843	ENST00000618994.1	ENST00000618994
PGOHUM00000305314	ENST00000423288.1	ENST00000423288
PGOHUM00000299215	ENST00000484852.1	ENST00000484852
PGOHUM00000296455	ENST00000422272.2	ENST00000422272
PGOHUM00000295786	ENST00000423082.1	ENST00000423082
PGOHUM00000291740	ENST00000485945.1	ENST00000485945
PGOHUM00000290779	ENST00000449019.2	ENST00000449019
PGOHUM00000301368	ENST00000613436.1	ENST00000613436
PGOHUM00000297682	ENST00000419501.1	ENST00000419501
PGOHUM00000298036	ENST00000603957.1	ENST00000603957
PGOHUM00000297267	ENST00000444889.1	ENST00000444889
PGOHUM00000311649	ENST00000553429.1	ENST00000553429
PGOHUM00000302454	ENST00000448860.5	ENST00000448860
PGOHUM00000290477	ENST00000533579.1	ENST00000533579
PGOHUM00000297084	ENST00000635586.1	ENST00000635586
PGOHUM00000289738	ENST00000450068.1	ENST00000450068
PGOHUM00000302819	ENST00000449614.1	ENST00000449614
PGOHUM00000299794	ENST00000506459.1	ENST00000506459
PGOHUM00000293447	ENST00000564217.1	ENST00000564217
PGOHUM00000290502	ENST00000529291.1	ENST00000529291
